Business,date,review_id,stars,text
Four Peaks,18/03/2012,tGHMqFm_Po4FIWC1unfvMQ,5,"Beer is awesome (first timers must do the beer flight sampler) and I have never had a meal that wasn't excellent!   A quick note, there isn't a/c in the building so keep that in mind during the summer months - although that doesn't stop anyone from going, the place is always jumping!"
Four Peaks,22/03/2012,OfDa57LfmI6piS6mNiiYSQ,5,You want to go to Four Peaks. Trust me.
Four Peaks,28/11/2011,hh-QPFiZVCMgRA4mdQ50eA,4,"Always good beer and good food. Well let me say the food is not super fantastic but it's better than a lot of brewery food out there. Spinach dip is good, nachos are always a staple, burgers could use a re-do. Salads are pretty good, pizza is mediocre. Wings are not half bad!! Sauce is pretty fiery! Nice!! Not a wussy sauce here! But I do love this place and the patio. Beers you can't go wrong with. Very flavorful good beers. All I ask is just a bit more quality in the food. Thats all thats wrong IMO or not really wrong but something they could improve on."
Four Peaks,14/11/2011,y2mMYEcV2hWCNMdq8BYx8g,5,"Having just moved to Scottsdale, I had seen Four Peaks brews at local restaurants and couldn't wait to try it. My bf and I visited the brewery after a long day at the Phoenix Zoo. The location was easy to find with plenty of street parking (although it could be difficult during peak hours). We found a nice table on the half-indoor seating area. The ambiance was very cool, with a converted loft warehouse sort of feel.

The bf had the beer sampler, which I helped myself to some sips of. I ordered a pint of the Kilt Lifter, which was a great deal during happy hour. Next, I tried the Pumpkin Porter (full price, even during happy hour). Foodwise, I had the pub fish and chips, which are battered in Kilt Lifter, and the bf had the french dip. Both items were on par with good quality pub fare.

Kilt Lifter: great medium brew, very smooth. The type of beer you could drink every day and never tire of. Pumpkin Porter: we loved it so much, we purchased a growler so we could take some home! Note: there is an extra charge for filling up a growler with a seasonal brew. $4 for the growler itself, $10 for beer, and $5 seasonal charge. Normal refills of growlers are $10.

I am a beer lover. I have spent time living in Munich and drinking some of the best beers in the world. You can't go wrong with Four Peaks brews. Next stop, North Scottsdale location. Closer to home and hopefully just as great!"
Four Peaks,14/07/2012,Y7clMC7cgKDpH1tHY3mgLA,5,"Thanks fellow yelpers for brining us to Four Peaks!  My husband and I were stuck in Phoenix for the night and needed a place for dinner.  Ironically we ended up at Four Peaks (a Vikings bar) on our way back home to Minnesota.  

My husband loves beer (brews a ton of his own) and especially enjoyed the beer sampler. Trying 10 beers for around $9, yes please!  I don't really love beer so I had a cider and it was exactly what I needed.  For dinner I had the turkey burger with fries.  The turkey burger was standard but the fries were awesome.  I think it was the beer batter.  My husband go the carne adovada and he raved.  I think he may try to convince me to fly back to Phoenix just for that dish!

The atmosphere was also great.  It was very laid back and fun to be able to sit amongst the beer being made.  

I highly recommend Four Peaks whether you are a Phoenix native or otherwise!"
Four Peaks,25/09/2009,MUUGLCGGAk4P_4GLB4nAsQ,4,"I have come more and more to appreciate some of there beers that I use to not be a fan of.  I tend to like some of there seasonal's more then there regulars. I'm a big fan of there oatmeal stout and there bourbon barreled porter and pumpkin porter.  

 I spent most of my college career randomly showing up here for family dinners, reverse happy hours, 21st Birthdays and everything else in between.  There happy hour is pretty good with discounts on pints and pitchers, but I really wish they would add food to it.  There food is good, I have yet to find something I didn't like on the menu.  Overall, great place for dinner or even to hang out on the patio and have a few beers after a long day."
Four Peaks,08/12/2011,Zgk-UaN0x1_iVDUGaEMESQ,5,"Had to update because we've now tried the pizza! For all the times we have visited we've never tried a pizza (too many other really good options to choose I guess...)

We ordered the Italian Classic (veggies & meat). We ordered it a little well done/crispy and were not disappointed! It was hot, fresh and cooked perfectly! 

Service was great as usual even though they were completely SLAMMED with customers the day before Thanksgiving filing numerous growlers of their pumpkin beer which sold out in less than record time!

We were there again last weekend for the football games and made it in time to order our favorite breakfast items - eggs benedict and the braised pork dish with beans, potatoes, two eggs and fresh warm tortillas.  It was fantastic! This dish, just like many others (possibly ALL others) is plenty for 2 to share. 

Service was exceptional and the crowd fun and rowdy rooting for their teams and AZ won - so there were a lot of happy customers that day!"
Four Peaks,03/04/2010,m_kR9bNVGxvQOfM9ARlH9w,5,"The BEST brewery I've ever been to. Amazing beer and awesome food (I didn't think that combo was actually possible)! I daydream about this place all the time since I spent so much time here while going to school at ASU. Whenever I go back to Phoenix, this is always a must on my list!"
Four Peaks,31/05/2010,5cL5OWLIRg8WvtT5kAFy8A,5,"In a sentance: Four Peaks is DEFINATLY something to write Yelp about! From the moment I realized that there were more reviews about this place than I'd care to read in one sitting, I knew this was going to be good!! I realized it was going to be fantastic when i pulled up with my friend Darius and we had a hard time finding a parking spot at 3pm. We met a friend for lunch and the place was laid back, chill, clean, cozy and yet modern - perfect. 

I had the French Dip, thinly sliced roast beef on a nice hogie bun. Everything was good not too salty not too greasy, loved it! Darius got the Fish N Chips and it was incredible!! Crispy batter dipped big pieces of fish, iot was crispy and crunchy but soft and delightful on the inside. The chips were also batter dipped and had great flavor. I was in love! this is my best recommendation for a meal at Four Peaks!

To my yelpers i say: there is limited parking, so when you pull up and see nothing but cars lining the street, do NOT be alarmed! there will be a table available! Another thing, get the fish n chips! It's duh-vine!"
Four Peaks,04/03/2012,MLFEjC8jgnrhIAFGR0tg4w,4,"Prices are reasonable and the food is always good.  It may be a typical bar food type menu but the food itself is far superior to what you will find in most bar restaurants.  I even like the food here better than the stuff they serve at some of the competition (chain places like TGI Fridays or Applebees).  In addition to good food Four Peaks has great beer and drinks.  I can't recommend this place enough.

Don't worry about the line or the bouncer checking ID at the door.  The service is always fast and friendly even when the place is full to the brim.  There is always a big, big crowd.  If you worry about the noise just sit outside under the misters..."
Four Peaks,16/07/2009,QeTK_DS1i5lg4CHDCX4nKA,5,"Ahhh, Four Peaks.  By far my favorite restaurant in Phoenix.  This place is fantastic as far as brew pubs go - great beer and great food to go with it.  I can't believe I haven't taken the time to review it yet...

The Beer: pretty consistently awesome.  All the beers are at least ""good,"" my favorites being 8th Street Ale and their IPAs (Hop Knot and Raj).  I have to say the Kiltlifter is a tad overrated, but still pretty solid, and worth a try.  I've been meaning to try one of their cask conditioned ales, but they always seem to be out, probably indicative of the quality of those selections.

The Food: fantastic!  I can't say that I've ever had a bad meal at Four Peaks.  The Italian Beef Beer Bread is the best thing on the menu, but you can't go wrong with the Chicken Fingers, Chicken Salad Pita, or really any of their sandwiches.  The fries are also great here - there's a little crispy coating on the outside that is quite tasty.  Oh, and the Spicy Thai Hummus is also a really good appetizer.  A little more liquidy than your average hummus, but really good.  It has a nice little kick to it that will have you reaching for your beer.

Bottom line, if you live in Phoenix, like beer, and enjoy eating a good meal, then you should be shot if you don't like Four Peaks.  If you haven't been yet, do yourself a favor and try it.  You'll come away happy, I promise."
Four Peaks,20/11/2008,qRmaL_bsTKWMYyPMpyly8Q,4,"I gave an extra star just because it is so fun to hang out here.  The waitresses are always cute and friendly and not afraid to pour your drink.  Alot of my friends are in love with the food here, I have to disagree. I think good but not great.  Still this place gets the nod from me just because it is so fun to hang out.  Chances are you will meet some new friends there too."
Four Peaks,24/04/2011,ZbMf1v4WfNLzTXQlsteVOg,5,"My wife and I found Four Peaks by chance. We got lucky. The food was great, service was great, and all thr beers rocked. My wife's fav was the Heff and the Arizona Peach. We got a beer glass to remember the occasion and plan to swing by on the way out and grab a growler."
Four Peaks,20/01/2012,s-y30gCF8x6ffV8-Z37aGw,2,"The night was dark and hazy, a midwinter's eve that started with promise. A quick trip to the Yelp site quickly revealed the #1 restaurant in Tempe to be, in fact, a brewery. This delighted my boyfriend, a beer connoisseur, and me too, being a fan of highly rated restaurants and anything that makes my man happy. So we headed to the Four Peaks with high expectations and high spirits. Alas, our hopes were dashed almost from the beginning. 
The hostesses greeted us from the curb. They were extremely young and scantily clad in low, low, LOW slung jeans that did not cover their clearly illegal behinds. The place was crowded so we took a beacon and hit the bar for our first round. The bartender, despite a packed house, noticed us almost immediately and took our orders... the only quick service we received all night. The beers, well, the Kilt Lifter was a fine example of a 80 shilling Scottish ale... but the Raj IPA was heavy in diacetyls and but otherwise a reasonable attempt at an English IPA. Hopknot IPA was above average IPA with pleasing grapefruit aroma.
By the time we were seated we were happily woozy from the beers. Unfortunately, it took the bitch waitress nearly 20 minutes to take our orders and another 20 before our meals arrived. Food was decent, although side orders were botched... we DID notice the very nice disposable napkins, which were durable yet soft. Some of the nicest napkins I've ever seen of a disposable nature. 
Overall, a good people watching experience, very loud and crowded, with terrible service, adequate beer, and generic yet palatable cuisine. Would we go back? Not unless invited by good friends. Overrated."
Four Peaks,15/05/2011,NDnDR9GdBwQh6NPrVDzUDw,4,"They say its bar food done right - I'd have to say I agree.  Got the burger and wings - both very solid.  Love the beer choices.  The prices are very reasonable for specialty beer and good bar food.  All in all, I am definitely going back regularly!"
Four Peaks,14/01/2008,6EDCixSnNJCoKqhjp1p8lw,4,"This place has great food - some of the best ""bar"" food around. But you really go for the beer. It's a brewery, right? 

I haven't tried a beer I didn't like here. There should be one that fits your taste, even if you're not a big beer drinker. The prices are reasonable and even better during happy hour which has two convenient times during the day (regular and reverse). If you're unfamiliar with the beer choices try a sampler and then grab a pint of your favorite!"
Four Peaks,25/03/2008,1ZMeRTsPVkhBBch0UnFiUA,5,"Every time I go into this place its with good times and cheery mates and I leave the wiser with a pint of fresh brew and some of the best food. 

To make a great date, go to the Phoenix Rock Gym first and then climb the ladder on the back wall and walk in around the back...Great times for every one!"
Four Peaks,20/09/2010,oQiCtjVJK5u3zXC_auSp4g,5,"Go here if you live in AZ.  It fills the void in my life being a native Oregonian missing Deschutes Brewery.  

I must admit though, I've only been here once because its a difficult place to dine with a 15 month old child.  Might want to get a babysitter for this one."
Four Peaks,20/04/2009,kZkQhOEj0OTdfNvjO43J9g,4,"5 words....

HAPPY HOUR ON A SATURDAY!!!

Yes, every day actually! from 3-7pm and a late night happy hour too starting at 10pm!! How can that be true??? Well I guess in Arizona they know how to party! $11 pitchers and $3 pints, yes it could be a little cheaper, but hey it is a happy hour every day of the week! And their beer is really good! AND they will give you FREE samples of all of their beer too!!! This is like brewery heaven!!!

To top it off, a group of people came here in Crank or Drank shirts on their first ever biking and drinking tours and this was on their tour for good reason! Their Hefe is awesome, complete with lemon wedges of course, and their Sunbru was so so refreshing on that hot day in AZ! Adriana and I definitely had our fair share of pitchers, along with an order of their beer battered fries and their specialty ice cream cake! Well, that was actually roopas, and just an FYI, oreo crumb crust and Hefe don't really mix......so save the cake for when you are done drinking ha ha

But the waiters here (the ones that don't look like they are 15!!!!!) are helpful and friendly and nice, and you will definitely get carded here, even though literally I actually felt old here since all the girls look so young! Some of them must have had workers permits I swear!

That aside, as long as they can bring me good beer on happy hour prices, I am sold."
Four Peaks,27/03/2009,cytlF4g-pv48MIQh8H7usA,4,"I'll give this one a four for atmosphere and BEER... and Steve the manager. He rocks. The food- eh. I don't go for the food.
So last 4th of July, we were having a keger. Hubski went to pick up the keg from Four Peaks (ice cold Kiltlifter) and there were some waitresses talking about the 4th and how they have no idea what it's about. Well hubski shows up and tells them all what's what. Now we've got a friend in Steve forever.
Everytime we are there, he takes a break to chill with us. We got a tour of the facility. This is cool- the Kiltlifter is supposed to be a Scottish beer. Four Peaks actually has biologists balance the water to match the chemicals to Scottish water. The same with the Hefe- the water matches German water. This is all so that we can have the most delicious and authentic beer possible.
Four Peaks is a laid back place, great beer, good people-watching. Bar food."
Four Peaks,27/06/2012,EEkSkclu53Rn3B2M2faiYA,5,"How have I NOT reviewed Four Peaks yet?!

Awesome. Even when its wall to wall packed. Even after waiting in a 2 hour line for the special St. Paddy's day breakfast and festivities. The beers are great. the food is oh so good. you really cant go wrong w/ anything that includes their beer bread. And their breakfast! If you can brave the crowd that comes out for it, seriously do it. One of the best breakfasts in town. Ive had almost every item on their brunch menu, and I cant think of one that disappointed.

GO."
Four Peaks,20/08/2010,4d3ZAK3T8A961JVdC9dzwQ,5,"I can't say enough good things about this place.  I literally have never had a plate here I didn't like, they also have a interesting and ever changing list of specials (I usually order off the specials menu).  This is definitely one of those places I could eat at every day.  All that and I don't even drink beer, my friends really like the beer here though."
Four Peaks,20/03/2008,5R6wVDhn4wOiQAmKhX2B3A,5,"The quintessential Brewery with a wholly fantastic kitchen. Best spinach artichoke dip in the valley, period. From fried to gourmet Four Peaks has it all. Beerbread sandwiches are always excellent, fish and chips, bavarian pretzels, french fries, daily specials, I really haven't had an item that I didn't like! The weather is perfect right now for a sunny patio lunch or fresh air dinner. 

Let's not forget the beer. My favorites are the Oatmeal Stout or the Peach. Their peach beer is legendary with low sweetness and a crisp refreshing taste. If you think cider is too sweet but like fruity flavor, this is your beer. The oatmeal stout is thick and hearty with no bitterness. Seasonal beers abound, pumpkin porter in the fall, I've seen an orange blossom, belgian white, barleywine, etc.

Parking close can be a challenge on weekend nights, best to ride your bike if you're close enough. 

http://www.fourpeaks.com for a complete menu.

Just go there already!"
Four Peaks,05/09/2008,sasQCHBDh-e4-1eEFtp8ig,5,"Four Peaks baby.  This spot is awesome.  Great place to meet up with a crowd, grub, and pound some craft brew.  The food is great: dope appetizers , rockin' burgers, decent pizza, and daily specials.  The beer is fantastic, hop knot being my fave.  They have happy hour everday from 3-7 and 10-close with dollar off beers, a light night menu, TV's, and a pool table.  I've gotten mashed here more than a few times.  Sunday brunch is killer, and may I suggest you try the Stout milkshake, a little known secret, but good for the sweet toof.  Don't miss out on the Peaks."
Four Peaks,03/07/2008,RJX8KkT_2nWxbu6jRYv4wA,4,"Great food and atmosphere. Had lunch there on a Friday afternoon. Parking is a bit of a challenge. Had the pork pita which had onions, bell peppers, and pepper jack cheese...awesome...

The burgers are good too! The service was excellent."
Four Peaks,30/03/2010,t4vpRcig7fv0FDGm_N_6Wg,5,"LOVE the Four Peaks. Can get crowded as hell, and parking is a bit of a cluster F, but I've never ever not had a fun night there.  The beer is excellent, the service has always been attentive, and the food is above normal bar standards

The fish and battered fries was very good, the tartar sauce is good, but ask for the cocktail sauce . . . it's fantastic.  Heavy on the horseradish enough to feel it in your nose!  And the Rueben might just be the best in town.

The happy hour is great.  $3 locally brewed pints?  Sign me up

The location and the it being an actual brewery gives it extra points.  I had family in town this week, and I like to take out of towners to places that have a local AZ vibe.  They definitely got a taste of MY Arizona.  Next time they'll have to come during Pumpkin Porter season"
Four Peaks,18/06/2009,tRZ9jSjOkRoIhoLLajKHkg,4,"Probably like many recent college graduates who enjoys the drink, one of my life goals it to eventually open up a microbrewery. I tend to shy away from the idea of a brewpub since I believe that an establishment should place focus on either its beer or the food. Places that do both tend to have mediocre beer and food or excellent beer but bad food. Four Peaks somehow passes the test on both their food and the beer.

First off, parking sucks and the place gets busy. I went on a Wednesday evening and it was packed. But with Happy Hour, what do you expect? Three dollar pints allowed me to try a bunch of their beers. My favorites included Kilt Lifter, Hop Knot IPA and the Raj IPA. They even held a delicious cask ale, style of holding beer that (thankfully) seems to be making its way into breweries and bars. 

The food included fairly typical brewpub fare. Burgers, wings, sandwiches etc. All of our items were of fairly decent quality. Or perhaps I was a bit too drunk to really notice the awful nature of the food. But fuck it, that beer was good. Hands down the best brews I've had at a brewpub."
Matt's Big Breakfast ,01/01/2011,s2NkuLh0UBmCvHvLwJFBPQ,4,"I'm  going to stop being such a taker, and give for once! I use Yelp along with other reputable websites to help make my dining, travel and shopping decisions and I never take the time to give back!! I know, I know....awful. I'm turning over a new leaf! Here is my first Yelp. Please don't judge. It's my first time.... Okay, here goes. So, I went to Matt's for the first time a few days ago....

Food- Amazing.  Best pancakes ever! I'm not sure what the secret ingredient is but they are beyond good! Fluffy little cakes of love. I also tasted the butter burger. Very, very, yummy. If you decide to dine here make sure you try the bacon. I don't think I've ever tasted anything like it. Sweet, savory and cooked just right.

The building is very small, the wait is extra long and make sure you don't overindulge on the free refills of ice tea because there is NO BATHROOM!! The seating is cramped and the service is rushed, but the food is worth dealing with Matt's shortcomings."
Matt's Big Breakfast ,12/06/2011,METLCA4XTWdH2kZJ05JTIQ,3,"A-OK is right and the hype is not always worth the wait. I will keep it simple since there are probably 500 reviews on the place.

Pros:

Great Hashbrowns, and made from scratch food

Good specials to keep things mixed up

Great company and service

Cons:

Guy up front says a little over 35 minutes but really means an hour and 45 minutes

Pricey for some dishes

Interesting people around while you wait to get inside (street walkers, etc.)

the fresh squeezed orange juice is enough liquid to maybe fill up a double shot glass

Overall I would love to give this place more stars if I could get in there without wanting to eat a finger due to starvation, and leave a bit more satisfied. Anyone who has eaten at Bryan's in San Diego would know what I mean."
Matt's Big Breakfast ,31/01/2011,txYVk8AjUrNhAQuFBk4eZg,3,"After hearing all of the hype on diners, drive in and dives and reading the yelp ratings, we decided to try it.  We waited over 30 minutes  for a table.  The place is small and outside of a dungy motel.  The service was extremely fast once you got in the door and the waitstaff are very friendly.  I had a waffle and it was good but nothing memorable.  My partner had an omelette with portguese sausage that he loved.  The hash browns were so buttery and they were good.  

I wouldn't make a special trip back."
Matt's Big Breakfast ,11/11/2009,ZC4dA0KenvqDN3Ih--nwNw,3,"We went on a Sunday afternoon, the wait was 45 mins for 4 people. We waited because everyone keeps talking about it. Man, was I starving to death when we were seated. I had the ham and cheese omelet and everyone shared an order of waffle with everyone else. The omelet was good. The waffles were light and fluffy. Good but not to die for. I personally think it was over hyped. It is good breakfast food, not GREAT."
Matt's Big Breakfast ,31/10/2010,3eJ2M94guIOhVWexTM6iEw,5,"Matt's was absolutely fantastic. Got there at 2pm on a Sunday, which is apparently the time to do it (half an hour before close), as we walked right in, sat right down, and had food in 5 minutes or less. Brilliant.

I had the Five Spot which was simply the best egg sandwich I have ever had. Two eggs, two huge slices of perfectly cooked bacon, american cheese (my favorite with eggs when I'm not going fancy-style, reminds me of when I was a kid), and well grilled onions round it out, served on a fantastic roll. 

By default, this item doesn't include the normal potatoes and toast, so I had them add homefries--they were magnificent, and entirely unnecessary. A huge portion of them, with a wonderful smattering of rosemary to punch them up, they were delicious, but I couldn't finish them.

The girlfriend got a waffle with bacon and it should just be said that restaurants who serve waffles without real maple syrup are simply criminal. Matt's brings the good stuff, and it's MUCH appreciated. Perfect for dipping both waffle and bacon alike. The waffle was fluffy, light, and had that good, homemade flavor.

I can't get over how filling and delicious my sandwich was. Service was prompt and friendly, and overall, it was a great experience. Added a glass of OJ and a coffee to my sandwich with added homefries and her bacon and waffles bringing our tab to right about $21. Absolutely worth every penny. Will be coming back. Probably near 2 o'clock again, to avoid the wait!"
Matt's Big Breakfast ,02/04/2012,W6tV_9XYTDMS3bqKp9H2Ng,5,"If you're at all a ""Foodie"" you can't come to Phoenix, or anywhere within 50 miles and not visit Matt's Big Breakfast.  The wait outside is just part of the ambiance and culture of this tiny little place.  I hope they don't very enlarge this place....it would so spoil it.

Food....have anything.  Its all cooked to perfection with love and kindness from a kitchen staff that really cares about freshness.  My personal fav's are the Waffle and Bacon and the multi grain toast with the fresh jam typically made locally....changes frequently. 

This was on Diner, Drive-ins and Dives a few years ago and its still the same bustling place as when Guy was there.

Side note...this was way cool.  On our last visit there were 4 of us, and if you've been here you know there are only a couple of tables that seat 4.  So we're waiting outside when the server comes out hands us menus, takes our orders.  When we're seated about 15 min. later our food was delivered within minutes of being seated.  Helped us get in and out and helped them move a table.  Much appreciated service."
Matt's Big Breakfast ,31/12/2012,4HGEigB9foiXvaC5ggUsYg,4,"I was in phoenix on business and im allways looking for some good eats , I found this place with the help of yelp and food network app on my i phone . 
I originally planned on getting the waffle that everyone raved about , but ended up getting the Special Andouille sausage scramble ( spicy!) but very good . Hash Browns were good and i also liked the sour dough toast . 
When i go back im definatly gonna try the waffle 
Be ready to wait for a seat , it doesnt seem very big . 
Singles get seated faster because they have counter style seating"
Matt's Big Breakfast ,31/05/2011,D5ZJQkX64e87RJrHG7PENw,2,"I think Matt's has had its '5 minutes of fame'.  Note to owners: Your food is good enough,  your staff is great, so please save your money and move to a better location.  Right now, you're next to a rundown hotel with police baracade tape all over the place.The local residents(?) pan-handling all the waiting customers outside your place. Seriously?   Just sad.  Won't go again, won't recommend it either.  Good luck this summer, the heat will melt all your 'waiting area' customers out ."
Matt's Big Breakfast ,24/07/2011,JRogEWoOLRXXnthCukcOrw,4,"Very good traditional breakfast spot. I stopped in just as they opened during the week to make sure and grab a spot.  I was treated with a really tasty plate of eggs and peppered bacon.  One of the biggest pluses, Matt's actually knows how to cook hash browns, I didn't need to order them well done, they come nice and crispy as is.  The real show stealer is the toast and home made jam.  Nicely done breakfast at Matt's, go grab some!"
Matt's Big Breakfast ,12/05/2006,UWvzV6C2kNFgwvkQSo2Pgg,4,"best breakfeast downtown ... bar none ... it's far more ""healthy"" than I traditionally prefer but the place is beatiful, very cool and has an ADORABLE waitress ;) !!!!"
Matt's Big Breakfast ,10/05/2012,BAi0eV3p2zJNgVSYM5do1Q,3,"We ate here last weekend and it was nice.  The wait was long but if you've never eaten there it's worth waiting for.  Once you get in there you'll see it's a fun place to be; a combination of hip/50's dinner with real all American food (especially breakfast).  I had the salami and eggs breakfast which was ok.  I thought the salami was way too salty.  The hash browns on the other hand are amazing.  They were made from real potatoes, cooked just right with plenty of grease and I loved every bite!  I also had a cup of coffee that was average at best.  My wife, on the other hand, had a glass of lemonade that was made from scratch and was sweetened with honey which we both thought was awesome.  If you're going to come here bring a small snack you can munch on outside because the wait could be up to an hour and a half.  Best thing is to call before you come and ask how long the wait is."
Matt's Big Breakfast ,27/03/2010,_B2cGsY_V3GzWxVTjCTmEg,3,"After all the raving I have heard about Matt's Big Breakfast and the long wait I was so excited to enjoy my food. The quality of the ingredients were high; however, the service was not so great. I felt that the waitresses were attempting to rush us out of the restaurant. I realize that it is a busy place, but their overt pushiness was not warranted. 

Overall I would not go back again. The food was made with great ingrediants, but it just didn't ""do it "" for me."
Matt's Big Breakfast ,17/12/2010,KIdwAIKdN6psIKBP2OWAfQ,4,"Eh?  How have I not written a review for Matt's?  I went there a while back, but thankfully it won't be hard for me to recall the experience!

Place - Small.
Food - Fantastic.
Wait - Usually.
Bathroom - An adventure.

We didn't have too long of a wait when we went, but that was entirely luck. I've seen crazy waits here, which is just par for the course when the food is good. Most of it is local and very, very good. Service was fast, and spot on.

The bathrooms are next door in an old motel. Apparently a separate room set aside just for Matt's. Just one more stand out feature for a very stand-out sort of place!"
Matt's Big Breakfast ,18/06/2012,vLYR6S8agEOkOfE0L4xVXg,3,"Perhaps if I waited outside in the heat for an hour plus to the point that I became starved and dehydrated, I too would have thought Matt's was worthy of 5 stars. Or maybe the 5 star reviews come from people too ashamed to admit that they wasted most of their morning on a very average breakfast.

In my case, we came here before 7am on a Friday and got the last available seats by the window. Service was great; I didn't detect any attitudes from the waitstaff that has been mentioned in some reviews. They got our meal out quickly and made sure our coffee mugs never got empty.

With the exception of the toast and jam, the food never rose above ""good."" Isn't that pretty sad that the best offering from a breakfast diner is the bread? I liked my waffle since it was a bit crisper than what I can do at home with my geriatric waffle iron, but there was nothing noteworthy about the flavor. My husband said his eggs were cooked perfectly with his chop and chick dish, but the pork chop was under-seasoned. He found the hashbrowns way too greasy to be enjoyable, and the bacon suffered from being overcooked.

Maybe we're spoiled since we have two great breakfast places within walking distance (Joe's Farm Grill and the Coffee Shop). Matt's just isn't worth the drive or wait."
